tìkakrel,0,blindness,n
tìkankxan,0,"barrier to one’s goals, source of frustration",n
tìkankxanga’,0,frustrating,adj
tìkawng,0,evil,n
tìktseri,0,"unawareness, lack of notice",n
tìkusar,0,teaching (the act),n
til,0,"joint, hinge",n
tìla’um,0,pretence,n
tìleym,0,call,n
tìleymfe’,0,complaining,n
tilì’u,0,conjunction,n
tìmeyp,0,weakness,n
tìmll’an,0,acceptance,n
tìmyì,0,low level,n
tìnatxu,0,disapproval,n
tìnomum,0,curiosity,n
tìnui,0,failure (abstract concept),n
tìpalang,0,(social) contact,n
tìpaw,0,growth,n
tìpsaw,0,clumsiness,n
tìpxul,0,"formidableness, imposingness",n
tìranpam,0,footstep (sound),n
tìrawn,0,"replacement, the act of replacing",n
tireafya’o,0,spirit path,n
tìrengop,0,design (the act or art of designing,n
tiretu,0,shaman,n
tìronsrel,0,imagination,n
tìsnaytx,0,loss,n
tìso’ha,0,"enthusiasm, having a good attitude",n
tìspe’e,0,capture,n
tìsrese’a,0,prophecy,n
tìsti,0,anger,n
tìswaran,0,"humility, humbleness",n
tìsyor,0,relaxation,n
tìtaron,0,hunting,n
tìterkup,0,death (in abstract sense),n
tìtsan’ul,0,improvement (in the general or abstract sense),n
tìtseri,0,"awareness, notice",n
tìtstew,0,"courage, bravery",n
tìtstunwi,0,kindness,n
tìtsyär,0,rejection,n
tìtunu,0,romance,n
tìtusaron,0,hunting,n
tìtxanew,0,greed,n
tìtxantslusam,0,wisdom (seldom used),n
tìväng,0,thirst,n
tìwan,0,"obfuscation, cover up",n
tìwusem,0,fighting,n
tìyäkx,0,"lack of notice, snubbing",n
tìyusom,0,eating (the act),n
tìzevakx,0,cruelty,n
tìzevakxnga’,0,cruel,adj
tompameyp,0,drizzle,n
tompawll,0,"geode, rain plant",n
trrpeve,0,which day (derived from trr day and pe interrogative marker and ve ordinal number marker),inter
karyunay,0,apprentice teacher,n
ikranay,0,forest banshee,n
’eylanay,0,acquaintance (with the potential for becoming a friend),n
tsawksyul,0,sun lily,n
tsawsngem,0,muscular,adj
tse’atswo,0,"(sense of) sight, vision",n
zìmtswo,0,(sense of) touch,n
tsengpe,0,where,inter
tskxevi,0,"pebble, small stone polished smooth by natural forces",n
tsmuktu,0,sibling,n
tsngawpay,0,tears,n
tsngawpayvi,0,teardrop,n
tsongtsyìp,0,dimple,n
tstunkemtsyìp,0,little favor,n
tstxolì’ukìngvi,0,noun phrase (phrase whose pivotal or central word is a noun),n
tsuktswa’,0,forgettable,adj
tsulfätunay,0,nearmaster,n
tswintsyìp,0,little queue,n
tsyorina’wll,0,"cycad, flour seed plant",n
tumpasuk,0,celia fruit tree,n
tunutu,0,"object of desire, crush",n
tutampe,0,what man,inter
tutepe,0,what woman,inter
txanew,0,greedy,adj
txanfwerwì,0,blizzard,n
txanfwìngtu,0,"bastard, loser (vulgar)",n
txanro’a,0,be famous,v:in
txantslusam,0,wise,adj
txantxew,0,maximum,n
txantxewm,0,terrifying,adj
txavä’,0,disgusting,adj
txe’lankong,0,heartbeat,n
txewluke,0,"endless, boundless, without limit",adj
txewnga’,0,"having a limit, not without bounds, finite",adj
txonkrr,0,at night,adv
txumnga’,0,poisonous,adj
txumpaywll,0,"scorpion thistle, poison water plant",n
vurvi,0,"summary, synopsis",n
vozampasukut,0,"grinch tree, thousand berry tree",n
wokau,0,pendulum drum,n
yawntutsyìp,0,"darling, little loved one",n
yayayrtsim,0,"something confusing, source of confusion",n
yayotsrul,0,bird’s nest,n
yeväng,0,"satisfied from thirst by drink, feeling quenched, slaked",adj
yìmkxa,0,"banshee catcher, mouth-binder",n
ylltxep,0,communal fire or fire pit,n
yomhì’ang,0,"small animal/insect eater, dakteron",n
yomioang,0,chalice plant,n
yomvey,0,"dine on flesh, be carniverous",v:in
yomzeswa,0,graze,v:in
zapxì,0,front (part or section),n
zasrìn,0,borrow,v:tr
zave,0,sixty-fourth (ordinal),adj
zeswavi,0,blade of grass,n
zìtsaltrr,0,(yearly) anniversary,n
zawsena,0,quiver (attached to the ikran’s saddle),n
yu,0,"-er (personification, creates nouns from verbs)",aff:suf
tsawlapx,0,unidelta tree,n
tsawlapxangrr,0,unidelta tree,n
kopenhan,0,Copenhagen,n:pr
tseyk,0,Jake,n:pr
pesomwew,0,what temperature?,inter
somwewpe,0,what temperature?,inter
so’yu,0,"fan, enthusiast",n
fe’lup,0,"tacky, in poor taste",adj
tsahìk,0,"matriarch, high priestess, interpreter",n
tawsnrrtsyìp,0,"Alpha Centauri C, Proxima Centauri",n:pr
snrrtsyìp,0,"Alpha Centauri C, Proxima Centauri",n:pr
oetsyìp,0,"little me, little I",pn
ngatsyìp,0,"little you, you little",pn
sivako,0,you can do it!; rise to the challenge!,intj
kefpomtokxnga’,0,unhealthful (physically),adj
fkarut,0,peel,v:tr
latsi,0,keep up with someone,v:in
tsä’,0,squirt,v:in
tuvon,0,lean,v:in
’ongop,0,design,v:tr
reykol,0,"play music, make to sing (poetic)",v:tr
tì’ong,0,"blooming, unfolding",n
txumtsä’wll,0,"Baja tickler, poisonsquirting plant",n
’ampirikx,0,leaf pitcher plant,n
vezo,0,"be in order, be organized",v:in
kìreysì,0,Grace,n:pr
tì,0,(noun-creating prefix),aff:pre
sä,0,"(noun-creating prefix, generally specific instance)",aff:pre
sna,0,group of ... (prefix indicating naturally occuring groups or collections),aff:pre
tu,0,... person (noun-making suffix),aff:suf
ve,0,...th (makes ordinal numbers from cardinal numbers),aff:suf
nay,0,(particle indicating something lower in the hierarchy),aff:suf
le,0,"having to do with... (makes adjectives from nouns and verbs, non-productive)",aff:pre
us,0,(active participle),aff:in
awn,0,(passive participle),aff:in
tareptu,0,"rescuee, someone who has been rescued or saved",n
sätarep,0,"rescue, an instance of rescuing",n
tsantu,0,"good person, ""good guy""",n
spakat,0,drown,v:in
fwum,0,float (on the surface of a liquid),v:in
wapx,0,sink,v:in
tamìfa,0,internal,adj
tawrrpa,0,external,adj
tsantxäl,0,invitation,n
nìsay,0,loyally,adv
särangal,0,wish,n
’avun,0,"save (time, food, etc.)",v:tr
ninat,0,Ninat (female singer of the Omatikaya Clan),n:pr
peyral,0,Peyral (female Na’vi of the Omatikaya Clan),n:pr
leno,0,"thorough, detailorientated (of a person)",adj
tìno,0,"thoroughness, attention to detail",n
kawngtu,0,"bad person, ""bad guy""",n
otranyu,0,Otranyu (probably a clan name),n:pr
